Année du Baccalauréat;Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Sciences du langage - Linguistique;0;0;0
2023;Biologie/Ecologie,Mathématiques Spécialité;PASS;71;29;13
2023;Biologie/Ecologie,Mathématiques Spécialité;Sciences po;1;0;0
2023;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Langues et littératures françaises;0;0;0
2023;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0;0
2023;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;CPGE L;0;0;0
2023;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;BTS Agricole;139;60;20
2023;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Formation générale aux métiers de l ingénieur;12;4;0
2023;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Langues et littératures françaises;4426;3530;869
2023;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Sciences de gestion;124;31;11
2023;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;CPGE ECG;8;5;4
2023;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;DCG;5;2;1
2023;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Arts;37;19;9
2023;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Electronique, Génie électrique, EEA;2;2;1
2023;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Informatique;97;55;20
2023;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence LEA;23;16;5
2023;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Physique et chimie;7;1;0
2023;Histoire-Géographie, Géopolitique et Sciences politiques,Éducation physique, pratiques et culture sportives;Licence Génie civil;1;1;0
2023;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Sciences du langage - Linguistique;787;548;122
2023;Humanités, Littérature et Philosophie,Éducation physique, pratiques et culture sportives;Ecoles de Commerce;3;1;1
2023;Humanités, Littérature et Philosophie,Éducation physique, pratiques et culture sportives;Licence STAPS;29;19;11
2023;Humanités, Littérature et Philosophie,Éducation physique, pratiques et culture sportives;Licence Sciences de gestion;1;0;0
2023;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;DCG;2;0;0
2023;Langues, littératures et cultures étrangères et régionales,Éducation physique, pratiques et culture sportives;Licence Philosophie, Epistémologie;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Art;BUT Production;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Art;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Art;Licence Pluri Sciences économiques - Gestion;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences et technologies industrielles;2;1;0
2023;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l information et de la communication;4;3;1
2023;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l univers, de la terre, de l espace;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Ensemble des bacheliers;14;13;12
2023;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence STAPS;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Sciences de l univers, de la terre, de l espace;0;0;0
2024;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;PASS;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Sciences religieuses;0;0;0
2024;Biologie/Ecologie,Mathématiques Spécialité;Licence AES;12;8;0
2023;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;D.E sanitaire;0;0;0
2024;Biologie/Ecologie,Mathématiques Spécialité;Licence Mathématiques;76;32;1
2023;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence MASS;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;PASS;0;0;0
2024;Biologie/Ecologie,Physique-Chimie Spécialité;Licence LEA;28;24;6
2024;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Sociologie, Démographie;17;10;1
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Informatique;25;13;6
2024;Histoire-Géographie, Géopolitique et Sciences politiques,Éducation physique, pratiques et culture sportives;CPGE S;3;0;0
2024;Littérature et langues et cultures de l'Antiquité,Art;Licence Sciences religieuses;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Langues et littératures étrangères;49;41;11
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Chimie;1;0;0
2024;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Droit - Sciences éco - AES;0;0;0
2024;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Sciences juridiques;4;3;0
2023;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences économiques - Gestion;4;4;1
2024;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Sociologie, Démographie;2;1;0
2023;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Physique et chimie;1;0;0
2024;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;DCG;0;0;0
2023;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Pluri Sciences;0;0;0
2023;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences fondamentales et applications;2;0;0
2023;Mathématiques Spécialité,Humanités, Littérature et Philosophie;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;9;4;3
2024;Littérature et langues et cultures de l'Antiquité,Éducation physique, pratiques et culture sportives;CPGE S;0;0;0
2023;Mathématiques Spécialité,Langues, littératures et cultures étrangères et régionales;DCG;220;125;40
2023;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence Pluri Sciences humaines et sociales;11;6;1
2023;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence Psychlogie, Sciences cognitives;177;77;22
2023;Mathématiques Spécialité,Physique-Chimie Spécialité;CPGE S;42129;32434;17618
2023;Mathématiques Spécialité,Physique-Chimie Spécialité;Licence Sciences de l univers, de la terre, de l espace;3379;497;53
2023;Mathématiques Spécialité,Sciences Economiques et Sociales Spécialité;PASS;882;342;92
2023;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;BUT Production;4014;3055;1467
2023;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;DEUST;66;17;2
2023;Mathématiques Spécialité,Sciences de l'ingénieur et sciences physiques;Ecoles d'ingénieurs;2552;1567;1059
2023;Mathématiques Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Sciences de l éducation;754;427;98
2023;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;CUPGE;2;0;0
2023;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;Licence Electronique, Génie électrique, EEA;0;0;0
2023;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;Licence Mathématiques;33;13;3
2023;Mathématiques Spécialité,Éducation physique, pratiques et culture sportives;Licence Sciences religieuses;1;0;0
2023;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;BUT Service;20;8;2
2023;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;Licence Histoire;8;5;2
2023;Numérique et Sciences Informatiques,Humanités, Littérature et Philosophie;Licence LEA;6;6;3
2023;Physique-Chimie Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Arts;142;97;27
2023;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;BTS Service;230;113;42
2023;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Ecoles de Commerce;10;6;5
2023;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Sciences de la vie, biologie, santé;49;12;2
2023;Physique-Chimie Spécialité,Numérique et Sciences Informatiques;Licence Sociologie, Démographie;6;4;1
2023;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;DEUST;39;15;5
2023;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence Chimie;62;21;2
2023;Physique-Chimie Spécialité,Sciences Economiques et Sociales Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;8;3;1
2023;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;BTS Production;181;115;45
2023;Physique-Chimie Spécialité,Sciences de l'ingénieur et sciences physiques;BTS Service;94;41;15
2023;Physique-Chimie Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Electronique, Génie électrique, EEA;26;16;0
2023;Physique-Chimie Spécialité,Sciences de la vie et de la Terre Spécialité;Licence Langues et littératures françaises;1141;550;68
2023;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Ecoles de Commerce;1;0;0
2023;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Formations des écoles nationales vétérinaires;0;0;0
2023;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;1;1;0
2023;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences fondamentales et applications;0;0;0
2023;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Psychlogie, Sciences cognitives;3;3;0
2023;Sciences de l'ingénieur et sciences physiques,Histoire-Géographie, Géopolitique et Sciences politiques;Sciences po;2;0;0
2023;Sciences de l'ingénieur et sciences physiques,Humanités, Littérature et Philosophie;Licence AES;0;0;0
2023;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;BTS Agricole;2;1;0
2023;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence LEA;20;17;8
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Ensemble des bacheliers;424;386;322
2023;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;DCG;0;0;0
2023;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence Mathématiques et informatique;0;0;0
2023;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;0;0;0
2023;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence Sciences de l univers, de la terre, de l espace;1;0;0
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;BUT Production;554;156;63
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence LEA;236;171;41
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Mathématiques;110;6;1
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences et technologies industrielles;107;21;4
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;BTS Service;493;206;59
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0;0
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Sciences de la vie, biologie, santé;527;243;79
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;D.E sanitaire;1036;605;389
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Mécanique, Génie mécanique, Ingénierie mécanique;6;1;0
2023;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;DCG;5;1;0
2023;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;CPGE S;7;1;0
2023;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Ensemble des bacheliers;1155;1093;978
2023;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Electronique, Génie électrique, EEA;0;0;0
2023;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Sciences et technologies industrielles;13;2;0
2024;Mathématiques Spécialité,Numérique et Sciences Informatiques;Licence LEA;290;219;50
